gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Slc9a9,4.87E-69,4.371020861,0.301,0.197,1.57E-64
Nt5c2,1.17E-68,6.228575694,0.329,0.218,3.76E-64
Mast2,1.53E-68,2.889036922,0.333,0.224,4.91E-64
Sphkap,2.52E-68,9.929136091,0.438,0.555,8.11E-64
Mctp1,2.77E-68,13.797485,0.58,0.687,8.91E-64
Plekha5,3.75E-68,21.78623264,0.554,0.47,1.20E-63
Nav2,6.39E-68,26.75227657,0.677,0.609,2.05E-63
Cadm2,7.50E-68,179.6779487,0.932,0.938,2.41E-63
Ablim1,1.81E-67,1.140617419,0.525,0.631,5.81E-63
Arfgef1,2.41E-67,1.945926708,0.356,0.247,7.74E-63
Dmxl2,2.79E-67,5.618302531,0.387,0.281,8.97E-63
Camta1,2.82E-67,-10.4436979,0.597,0.512,9.08E-63
Tmeff2,3.96E-67,84.46007038,0.546,0.447,1.27E-62
Dnmt3a,6.08E-67,1.333287111,0.398,0.29,1.96E-62
Clstn2,8.16E-67,52.62547324,0.396,0.299,2.62E-62
Cntn1,9.06E-67,18.08368067,0.638,0.552,2.91E-62
Ktn1,1.30E-66,2.682088685,0.467,0.357,4.19E-62
Zmym2,1.58E-66,2.96176798,0.342,0.234,5.08E-62
Snap91,2.64E-66,3.555697439,0.511,0.412,8.48E-62
Syt1,7.21E-66,67.15733654,0.748,0.769,2.32E-61
Wscd2,7.56E-66,0.508149988,0.228,0.331,2.43E-61
Rsrc1,1.27E-65,5.801734871,0.302,0.196,4.08E-61
Polb,2.84E-65,0.713887854,0.421,0.311,9.13E-61
Scaper,3.32E-65,1.38565997,0.401,0.292,1.07E-60
Map2k4,4.79E-65,3.6047832,0.425,0.322,1.54E-60
Trpm7,6.34E-65,0.546360361,0.444,0.333,2.04E-60
Bcas3,1.09E-64,24.59371111,0.468,0.354,3.52E-60
Nsd2,4.02E-64,0.71475387,0.332,0.226,1.29E-59
Dmxl1,4.24E-64,59.71089833,0.527,0.426,1.36E-59
Mical3,1.06E-63,10.15180837,0.421,0.321,3.41E-59
Aopep,1.32E-63,19.00421716,0.402,0.302,4.26E-59
Grid2,4.61E-63,#NAME?,0.759,0.712,1.48E-58
Tmem135,5.59E-63,1.705564233,0.347,0.241,1.80E-58
Dennd1b,7.92E-63,4.474149545,0.308,0.206,2.55E-58
Ralgps1,9.71E-63,2.285923971,0.382,0.277,3.12E-58
Cntn4,1.02E-62,77.23824883,0.617,0.57,3.28E-58
Gnaq,2.16E-62,3.572166325,0.544,0.443,6.94E-58
Atp6v0b,4.48E-62,2.380259071,0.485,0.393,1.44E-57
St7,4.86E-62,4.790013218,0.318,0.217,1.56E-57
Gabbr2,6.22E-62,26.73995702,0.432,0.346,2.00E-57
Cop1,2.62E-61,0.599523288,0.31,0.209,8.43E-57
Scaf8,3.31E-61,1.402984633,0.423,0.317,1.06E-56
Ksr2,5.82E-61,3.033447542,0.383,0.281,1.87E-56
Zfp638,6.59E-61,5.929478259,0.481,0.374,2.12E-56
Fubp1,1.07E-60,2.995665564,0.418,0.315,3.45E-56
Ago3,2.16E-60,-2.979661637,0.42,0.314,6.96E-56
Map1b,2.25E-60,5.135369738,0.494,0.409,7.24E-56
Arid4b,3.76E-60,0.54644286,0.396,0.291,1.21E-55
Gpm6b,4.25E-60,5.995261884,0.367,0.259,1.37E-55
Epb41,5.76E-60,-6.167237608,0.427,0.534,1.85E-55
Atp6v0a1,6.83E-60,1.5537444,0.392,0.292,2.20E-55
Birc6,7.90E-60,-1.536803125,0.529,0.433,2.54E-55
Nr3c2,1.28E-59,30.8358375,0.366,0.264,4.12E-55
Dnajc6,1.57E-59,5.96732402,0.469,0.374,5.05E-55
Ncoa2,2.25E-59,-0.963343873,0.433,0.327,7.25E-55
Gmds,2.49E-59,5.514646822,0.316,0.216,8.03E-55
Slc25a12,2.94E-59,-1.16073916,0.312,0.212,9.47E-55
Tsc22d1,1.41E-58,-3.34646866,0.334,0.235,4.54E-54
Ppfia2,1.44E-58,-41.47778725,0.641,0.572,4.62E-54
Pbrm1,1.64E-58,1.218434086,0.3,0.201,5.27E-54
Fto,1.92E-58,2.335943234,0.462,0.356,6.17E-54
Pcsk1n,2.19E-58,-9.741001609,0.226,0.325,7.04E-54
Cdkl5,2.23E-58,2.672957214,0.315,0.221,7.16E-54
Asb3,2.91E-58,1.941817594,0.304,0.207,9.37E-54
Tnrc6b,3.53E-58,7.807502083,0.59,0.498,1.14E-53
5330434G04Rik,6.96E-58,3.15885402,0.395,0.303,2.24E-53
Rif1,1.09E-57,-4.458051659,0.278,0.374,3.49E-53
Zfpm2,5.15E-57,28.87992945,0.517,0.648,1.66E-52
Spag9,6.66E-57,8.121249369,0.551,0.452,2.14E-52
Atp1b1,8.91E-57,2.338324729,0.368,0.272,2.87E-52
Pnisr,1.66E-56,1.561636847,0.553,0.453,5.35E-52
Limch1,2.24E-56,23.8656263,0.464,0.365,7.21E-52
Rapgef2,5.38E-56,32.89726942,0.402,0.312,1.73E-51
Arhgef12,6.78E-56,6.706832829,0.444,0.341,2.18E-51
Sltm,7.58E-56,2.317269331,0.401,0.301,2.44E-51
Ccny,1.02E-55,2.02977859,0.318,0.221,3.29E-51
Smg6,1.37E-55,7.37450329,0.428,0.325,4.41E-51
Gsk3b,1.61E-55,3.118629345,0.433,0.333,5.17E-51
Hecw2,4.95E-55,26.15222479,0.561,0.474,1.59E-50
A330076H08Rik,6.93E-55,11.27991312,0.554,0.467,2.23E-50
Osbpl8,8.34E-55,13.88938995,0.324,0.232,2.68E-50
Kmt2e,8.90E-55,8.441862655,0.545,0.449,2.86E-50
Ppp2r3a,9.58E-55,5.249903729,0.339,0.239,3.08E-50
Atp2b1,1.09E-54,5.111927135,0.49,0.42,3.50E-50
Nbeal1,1.47E-54,10.2699201,0.401,0.302,4.74E-50
Enox1,4.20E-54,9.474019543,0.504,0.415,1.35E-49
Galnt13,4.91E-54,8.07061555,0.699,0.763,1.58E-49
Pcsk2,9.39E-54,56.8412748,0.562,0.524,3.02E-49
Slf2,1.26E-53,-2.170289607,0.308,0.214,4.06E-49
C2cd5,1.32E-53,3.618260642,0.398,0.302,4.26E-49
Pafah1b1,1.37E-53,5.934917098,0.514,0.42,4.42E-49
Runx1t1,1.71E-53,12.01567435,0.306,0.216,5.51E-49
Nckap1,2.53E-53,5.243819888,0.422,0.324,8.13E-49
Krit1,4.72E-53,1.154452293,0.386,0.289,1.52E-48
Anks1b,6.56E-53,90.2306816,0.843,0.848,2.11E-48
Psme4,8.86E-53,7.164690742,0.474,0.379,2.85E-48
Zmynd11,1.01E-52,0.707120833,0.403,0.306,3.24E-48
Gpatch8,1.50E-52,6.208306946,0.603,0.526,4.81E-48
Nfat5,1.92E-52,1.375446069,0.44,0.339,6.18E-48
Sh3gl2,1.94E-52,8.030718353,0.583,0.666,6.23E-48
Ppp1r12b,2.10E-52,1.073974611,0.39,0.295,6.76E-48
Rbfox2,2.35E-52,-3.4676951,0.499,0.411,7.56E-48
Atp1a3,3.08E-52,9.108674471,0.305,0.216,9.91E-48
Ncor1,3.48E-52,-2.885937162,0.558,0.469,1.12E-47
Akap9,3.52E-52,7.480913648,0.347,0.252,1.13E-47
Ddx17,9.61E-52,2.843782505,0.469,0.372,3.09E-47
Gtf2i,9.68E-52,-2.328959268,0.32,0.226,3.11E-47
Cox16,1.44E-51,-1.306797994,0.425,0.327,4.63E-47
Ust,1.45E-51,-2.477958482,0.272,0.369,4.66E-47
Usp24,3.69E-51,-5.262839233,0.304,0.21,1.19E-46
Adk,4.84E-51,14.65316411,0.315,0.22,1.56E-46
Ube3c,6.54E-51,11.3497281,0.36,0.266,2.10E-46
Ppm1h,1.32E-50,10.99990222,0.38,0.283,4.25E-46
Zfp385b,1.49E-50,36.85227974,0.607,0.713,4.78E-46
Rbm6,1.56E-50,-3.695171359,0.524,0.431,5.01E-46
Pcdh9,2.44E-50,78.72922948,0.924,0.945,7.85E-46
Smyd3,2.94E-50,-43.86497184,0.551,0.464,9.45E-46
Ubr5,3.00E-50,10.70277849,0.443,0.347,9.65E-46
Cpeb4,3.24E-50,24.73641435,0.383,0.294,1.04E-45
Zzef1,5.14E-50,4.673235142,0.307,0.216,1.65E-45
Gphn,5.41E-50,9.439937341,0.808,0.752,1.74E-45
Cdh18,5.63E-50,-2.101688521,0.599,0.731,1.81E-45
Rapgef6,5.86E-50,4.902143447,0.416,0.325,1.89E-45
Lrrc4c,6.25E-50,41.17922824,0.849,0.845,2.01E-45
Nfasc,7.21E-50,70.55451226,0.386,0.294,2.32E-45
Ubn2,7.48E-50,6.487539214,0.528,0.439,2.41E-45
9930021J03Rik,1.28E-49,0.679417112,0.342,0.248,4.11E-45
Zfyve9,1.39E-49,9.484583646,0.392,0.3,4.46E-45
Elmo1,1.52E-49,-5.915440489,0.348,0.256,4.88E-45
Aak1,2.92E-49,0.806878315,0.531,0.449,9.38E-45
Clasp1,3.85E-49,3.991914272,0.34,0.249,1.24E-44
Rictor,7.35E-49,2.1529253,0.323,0.232,2.37E-44
Tmcc1,8.78E-49,3.655236381,0.528,0.437,2.82E-44
Wnk2,9.36E-49,-3.803534797,0.34,0.25,3.01E-44
Huwe1,9.46E-49,6.141092295,0.537,0.443,3.04E-44
Rbm5,1.12E-48,2.094611712,0.368,0.277,3.61E-44
Grik2,1.57E-48,15.21070864,0.844,0.9,5.04E-44
Rfx7,1.68E-48,3.224472237,0.421,0.33,5.39E-44
Fam13b,1.89E-48,1.109601037,0.316,0.225,6.08E-44
Tmem163,2.36E-48,-2.745984372,0.212,0.303,7.58E-44
Rfx3,3.32E-48,20.98143216,0.419,0.329,1.07E-43
Pias1,3.83E-48,0.934326966,0.31,0.22,1.23E-43
Ddx5,4.32E-48,7.946097733,0.648,0.732,1.39E-43
Osbpl9,6.17E-48,-0.525360569,0.402,0.309,1.98E-43
Cacna1e,6.34E-48,16.76632576,0.508,0.447,2.04E-43
Adcy9,8.31E-48,3.514873068,0.33,0.244,2.67E-43
Rgs7bp,8.69E-48,-16.52754362,0.39,0.302,2.79E-43
Rev3l,1.48E-47,3.665190873,0.488,0.395,4.75E-43
Nptn,3.22E-47,-1.707600755,0.511,0.441,1.04E-42
Ash1l,4.81E-47,2.495078392,0.451,0.36,1.55E-42
Eif4g3,8.55E-47,-1.175457586,0.48,0.392,2.75E-42
7-Sep,2.40E-46,11.79692331,0.398,0.3,7.74E-42
Sptan1,3.46E-46,4.718183897,0.468,0.386,1.11E-41
Mtcl1,4.01E-46,-1.17329491,0.318,0.412,1.29E-41
Grm1,6.18E-46,61.37695881,0.502,0.607,1.99E-41
Arfgef3,6.61E-46,10.38281566,0.343,0.259,2.13E-41
Med12l,7.79E-46,11.22727645,0.41,0.321,2.51E-41
Fars2,8.93E-46,19.51636378,0.316,0.23,2.87E-41
Ewsr1,1.18E-45,2.412162814,0.365,0.277,3.81E-41
R3hdm2,1.24E-45,7.115085645,0.419,0.334,3.99E-41
Thoc2,1.38E-45,1.480527891,0.374,0.285,4.44E-41
Ptpn4,1.85E-45,31.15707119,0.415,0.322,5.95E-41
Dennd5b,1.96E-45,5.595197986,0.378,0.294,6.32E-41
Fgfr2,2.31E-45,55.54944231,0.494,0.4,7.43E-41
Ube2g1,4.31E-45,1.043789635,0.318,0.231,1.39E-40
Diaph2,5.94E-45,2.702033117,0.485,0.399,1.91E-40
Trio,6.00E-45,11.87708831,0.541,0.463,1.93E-40
Schip1,9.36E-45,-63.95431241,0.484,0.448,3.01E-40
Neo1,1.29E-44,0.833091383,0.332,0.242,4.14E-40
Clasp2,1.30E-44,-2.832320651,0.668,0.596,4.17E-40
Sfpq,1.40E-44,1.176129623,0.425,0.339,4.51E-40
Snx29,2.78E-44,4.066975133,0.303,0.219,8.94E-40
Aff4,2.87E-44,2.498694654,0.409,0.322,9.23E-40
Jakmip2,3.23E-44,-1.048998837,0.359,0.274,1.04E-39
Rsf1,4.78E-44,3.37153775,0.344,0.257,1.54E-39
Btbd9,5.04E-44,10.11135796,0.541,0.469,1.62E-39
Pkn2,7.12E-44,1.453905436,0.343,0.256,2.29E-39
Hcn1,8.43E-44,-26.62697645,0.4,0.332,2.71E-39
Lpp,1.11E-43,-1.384244844,0.35,0.438,3.56E-39
Btaf1,3.56E-43,-1.969879982,0.302,0.218,1.15E-38
Iqsec1,3.84E-43,15.95313506,0.424,0.342,1.24E-38
Trhde,4.37E-43,20.98150503,0.423,0.528,1.41E-38
5330438D12Rik,1.01E-42,0.681699352,0.354,0.27,3.25E-38
Papola,1.31E-42,1.797243228,0.374,0.289,4.21E-38
Numb,3.19E-42,2.612849036,0.348,0.268,1.03E-37
Ncald,4.11E-42,85.36176676,0.394,0.316,1.32E-37
Rap1gds1,4.13E-42,11.33960024,0.323,0.243,1.33E-37
Ankrd11,5.82E-42,4.134698924,0.45,0.366,1.87E-37
Brinp3,6.52E-42,53.70979518,0.508,0.457,2.10E-37
Cyfip2,1.21E-41,2.477063173,0.329,0.251,3.90E-37
Sbno1,1.34E-41,1.438957745,0.308,0.227,4.33E-37
Mark3,1.48E-41,4.06483048,0.39,0.305,4.77E-37
Gbf1,1.55E-41,-6.294504464,0.327,0.241,5.00E-37
Hook3,2.32E-41,0.954732926,0.329,0.244,7.48E-37
Nedd4,2.51E-41,2.273618697,0.423,0.337,8.08E-37
Zfp148,2.68E-41,6.595649666,0.378,0.292,8.63E-37
AY036118,2.80E-41,-8.82959859,0.43,0.352,9.00E-37
Mef2a,6.02E-41,8.841103373,0.399,0.313,1.94E-36
Syne1,7.46E-41,2.226465406,0.822,0.849,2.40E-36
Arih1,8.32E-41,9.737297495,0.465,0.381,2.68E-36
Pds5b,8.84E-41,-1.540557441,0.304,0.222,2.84E-36
Susd6,9.22E-41,3.006144616,0.29,0.374,2.97E-36
Oxct1,1.84E-40,6.178938087,0.361,0.279,5.92E-36
Elavl3,3.35E-40,0.620427385,0.457,0.376,1.08E-35
Unc80,3.97E-40,10.81936692,0.608,0.554,1.28E-35
Ubap2l,4.03E-40,0.698977162,0.306,0.227,1.30E-35
Clock,5.87E-40,-1.391626336,0.327,0.245,1.89E-35
Ube2b,1.49E-39,0.768841343,0.404,0.323,4.79E-35
Dop1a,1.49E-39,0.570727508,0.329,0.248,4.80E-35
Sorbs1,2.05E-39,17.54036158,0.469,0.388,6.59E-35
Dlgap1,2.41E-39,158.0375253,0.843,0.84,7.74E-35
Cltc,3.10E-39,-20.75511991,0.334,0.256,9.98E-35
Atp8a1,3.84E-39,38.68858887,0.503,0.427,1.23E-34
Nsd1,1.09E-38,-1.009805716,0.519,0.437,3.52E-34
Peak1,1.32E-38,2.940546725,0.285,0.365,4.26E-34
Hmgcll1,1.43E-38,5.319500871,0.307,0.229,4.59E-34
Nrd1,1.65E-38,4.713797784,0.308,0.229,5.30E-34
Map7,2.24E-38,19.26581147,0.358,0.273,7.20E-34
Pten,2.97E-38,5.180742559,0.372,0.293,9.55E-34
Rev1,6.99E-38,1.009667667,0.345,0.265,2.25E-33
Pak7,1.32E-37,24.02146711,0.451,0.379,4.24E-33
Chd2,1.68E-37,6.732661101,0.407,0.324,5.41E-33
Alms1,2.97E-37,-0.626468885,0.234,0.309,9.54E-33
Sfswap,4.93E-37,1.477269587,0.311,0.234,1.59E-32
Senp7,6.18E-37,0.874942588,0.342,0.263,1.99E-32
Abcc5,9.03E-37,2.747219782,0.354,0.276,2.90E-32
Zfp407,1.17E-36,2.646217924,0.301,0.225,3.77E-32
Cdk13,1.28E-36,2.586694957,0.399,0.317,4.11E-32
Slc2a13,1.98E-36,48.38758065,0.444,0.368,6.36E-32
Mkln1,5.74E-36,-1.041234165,0.382,0.302,1.85E-31
Dnajc1,9.30E-36,10.42930531,0.395,0.318,2.99E-31
Akt3,1.05E-35,10.10514207,0.724,0.688,3.38E-31
Mical2,1.36E-35,28.9120701,0.338,0.268,4.38E-31
Qk,1.71E-35,2.226461974,0.415,0.326,5.51E-31
Kansl1,4.28E-35,-4.655207234,0.638,0.58,1.38E-30
Zfp280d,4.55E-35,2.040885856,0.472,0.391,1.46E-30
N4bp2l2,5.82E-35,2.863666162,0.32,0.246,1.87E-30
Atp2b2,8.38E-35,8.880603737,0.484,0.417,2.69E-30
Prpf40a,1.05E-34,1.203060262,0.327,0.25,3.39E-30
Csnk1a1,1.73E-34,-3.18777699,0.418,0.343,5.56E-30
Itch,1.81E-34,-0.628591886,0.35,0.272,5.84E-30
Fnbp1,2.04E-34,-4.235863816,0.553,0.623,6.58E-30
Apba2,2.27E-34,14.53005232,0.431,0.358,7.32E-30
Pcmtd1,2.98E-34,3.062789266,0.308,0.234,9.58E-30
Csnk1g3,5.24E-34,0.778504433,0.305,0.231,1.69E-29
Nsd3,5.82E-34,2.513650162,0.476,0.402,1.87E-29
Fyn,7.30E-34,11.03085711,0.345,0.267,2.35E-29
Auts2,8.64E-34,67.14772891,0.827,0.817,2.78E-29
Tmem108,1.30E-33,69.6710194,0.5,0.596,4.18E-29
Pkia,1.91E-33,1.127772522,0.332,0.258,6.15E-29
Nrxn3,3.64E-33,130.6263208,0.859,0.904,1.17E-28
Arhgap5,3.72E-33,9.501399607,0.335,0.256,1.20E-28
Slc25a3,4.66E-33,-7.576162662,0.36,0.284,1.50E-28
Top1,5.20E-33,2.692258169,0.346,0.272,1.67E-28
Rabgap1l,6.59E-33,20.87511729,0.672,0.611,2.12E-28
Trps1,6.90E-33,35.85134615,0.325,0.252,2.22E-28
Taok1,9.66E-33,0.519523626,0.32,0.246,3.11E-28
Fgf14,1.09E-32,81.57468939,0.891,0.914,3.49E-28
Cog5,2.80E-32,-1.137031141,0.354,0.279,9.02E-28
Ccar1,3.39E-32,-10.66622269,0.347,0.273,1.09E-27
Pura,4.10E-32,2.044547637,0.304,0.233,1.32E-27
Rasa1,4.77E-32,1.900166264,0.354,0.281,1.54E-27
Nrxn1,8.09E-32,169.5790869,0.898,0.899,2.60E-27
Cnot4,8.11E-32,0.849578576,0.413,0.335,2.61E-27
Fam168a,8.84E-32,4.772075584,0.463,0.392,2.84E-27
Fam49b,1.13E-31,-1.210750592,0.466,0.387,3.62E-27
Atrx,1.39E-31,-0.937084094,0.51,0.436,4.48E-27
Chchd3,3.61E-31,0.816045152,0.343,0.269,1.16E-26
Hdac8,3.64E-31,-1.896277154,0.371,0.291,1.17E-26
Zfp608,5.85E-31,3.267214072,0.308,0.235,1.88E-26
Fth1,1.54E-30,-35.2836089,0.291,0.36,4.97E-26
Tmem178,1.78E-30,2.184034396,0.246,0.321,5.71E-26
Ehmt1,1.78E-30,0.859853425,0.35,0.276,5.71E-26
Gria4,2.16E-30,-48.26786465,0.787,0.778,6.96E-26
Ube2h,2.45E-30,-3.88169348,0.317,0.246,7.87E-26
Erc1,3.14E-30,1.580600091,0.507,0.574,1.01E-25
Nipbl,3.55E-30,-5.23837693,0.51,0.433,1.14E-25
Htt,4.35E-30,1.729880331,0.329,0.259,1.40E-25
Med13,4.61E-30,2.556774023,0.339,0.266,1.48E-25
Arpp21,1.16E-29,25.30957399,0.54,0.536,3.74E-25
Phlpp1,1.39E-29,43.60189887,0.396,0.308,4.46E-25
Wdr33,1.68E-29,3.268336366,0.435,0.363,5.42E-25
Bach2,1.69E-29,-9.011064272,0.338,0.269,5.45E-25
Fmnl2,9.72E-29,21.93075403,0.484,0.407,3.13E-24
Ambra1,1.06E-28,3.746932968,0.469,0.404,3.41E-24
Specc1,1.15E-28,22.41870351,0.542,0.61,3.71E-24
Pum1,1.42E-28,1.572870942,0.342,0.274,4.57E-24
Syn2,1.54E-28,11.81102256,0.502,0.44,4.96E-24
Taf15,1.85E-28,0.597773363,0.315,0.246,5.95E-24
Fus,3.74E-28,-0.798417006,0.457,0.391,1.20E-23
Itsn1,1.02E-27,2.088181086,0.348,0.281,3.27E-23
Spire1,1.21E-27,23.74930202,0.351,0.283,3.90E-23
Ntrk3,1.33E-27,15.02605244,0.61,0.694,4.29E-23
Asph,1.49E-27,8.388018571,0.353,0.421,4.80E-23
Npepps,1.51E-27,-6.409615835,0.458,0.389,4.86E-23
Rb1cc1,2.24E-27,5.262118291,0.369,0.302,7.22E-23
App,2.58E-27,-14.99212438,0.581,0.535,8.30E-23
Cstf3,2.77E-27,6.633978823,0.32,0.253,8.90E-23
Wnk1,5.26E-27,-5.185853418,0.442,0.366,1.69E-22
Lyst,6.43E-27,4.642597399,0.338,0.273,2.07E-22
Rptor,7.00E-27,1.183799675,0.331,0.263,2.25E-22
Fut8,7.23E-27,1.943144401,0.508,0.571,2.33E-22
Ube2w,8.27E-27,1.812705378,0.301,0.236,2.66E-22
Hivep2,1.03E-26,-8.662538287,0.624,0.593,3.32E-22
Plcl2,1.94E-26,3.832977854,0.324,0.26,6.22E-22
Pan3,2.85E-26,-1.144506226,0.543,0.602,9.17E-22
Mtmr3,3.72E-26,2.801173,0.37,0.303,1.20E-21
Atad2b,5.37E-26,-1.767994205,0.362,0.291,1.73E-21
Dtna,7.10E-26,8.90519149,0.509,0.437,2.28E-21
Maml3,1.14E-25,11.32305098,0.38,0.456,3.68E-21
Nova1,1.42E-25,-5.033982254,0.35,0.29,4.55E-21
Fam135a,3.02E-25,1.862824215,0.323,0.256,9.72E-21
Qrich1,4.87E-25,3.294390825,0.309,0.246,1.57E-20
Prr16,5.86E-25,-14.86473463,0.324,0.268,1.88E-20
Stk39,9.69E-25,-1.09761492,0.339,0.281,3.12E-20
Fam193a,1.03E-24,1.966287256,0.382,0.319,3.30E-20
Cpeb2,1.34E-24,4.253827968,0.311,0.247,4.31E-20
Prpf39,1.47E-24,0.665850692,0.319,0.255,4.72E-20
Dnm1l,1.55E-24,1.011126679,0.313,0.252,4.99E-20
Ncam1,2.33E-24,12.39509791,0.669,0.62,7.49E-20
Galnt7,3.81E-24,1.590892726,0.287,0.349,1.23E-19
Rbfox3,7.86E-24,11.78636076,0.585,0.649,2.53E-19
Map4,9.16E-24,7.956814808,0.314,0.247,2.95E-19
Dip2b,1.38E-23,3.334324786,0.487,0.424,4.45E-19
Slmap,1.62E-23,-1.866424342,0.327,0.266,5.22E-19
Med13l,6.19E-23,0.92879461,0.362,0.301,1.99E-18
Zfp536,1.02E-22,20.98145953,0.371,0.453,3.27E-18
Ralyl,1.22E-22,49.8340493,0.765,0.842,3.94E-18
Ftx,1.36E-22,8.777806255,0.43,0.375,4.38E-18
St6galnac3,2.38E-22,5.563797226,0.332,0.268,7.66E-18
Ubash3b,4.82E-22,20.79247098,0.268,0.334,1.55E-17
Sv2b,5.65E-22,16.65717218,0.314,0.39,1.82E-17
Negr1,5.67E-22,88.78816459,0.87,0.905,1.82E-17
Rgs7,6.53E-22,32.00064576,0.647,0.625,2.10E-17
Sorl1,1.32E-21,4.458421108,0.34,0.408,4.24E-17
Ext1,1.91E-21,10.88709979,0.506,0.464,6.14E-17
Slc12a6,3.10E-21,15.79025102,0.315,0.255,9.96E-17
Add1,5.93E-21,3.658503908,0.316,0.26,1.91E-16
Wdfy3,8.42E-21,1.404473901,0.522,0.468,2.71E-16
Ythdf3,1.03E-20,2.24884613,0.308,0.251,3.32E-16
Zeb1,1.34E-20,-10.75648291,0.408,0.35,4.30E-16
Clcn3,1.53E-20,0.687354656,0.322,0.266,4.93E-16
Tut4,2.00E-20,-0.626836056,0.51,0.454,6.44E-16
Srsf5,2.16E-20,0.973432201,0.342,0.282,6.94E-16
Sgms1,6.00E-20,2.846476166,0.313,0.257,1.93E-15
Wwox,7.39E-20,9.219544842,0.553,0.488,2.38E-15
Cdh7,7.56E-20,41.22530373,0.257,0.319,2.43E-15
Zfand3,9.14E-20,2.235732221,0.386,0.33,2.94E-15
Mtdh,1.19E-19,2.745554216,0.325,0.267,3.84E-15
Maml2,1.71E-19,1.972728269,0.268,0.326,5.50E-15
Cacna2d1,1.98E-19,81.32964145,0.53,0.533,6.39E-15
Gpm6a,3.64E-19,12.33284054,0.631,0.599,1.17E-14
Nell2,5.78E-19,15.20650844,0.387,0.357,1.86E-14
Cacna1c,6.82E-19,54.43109913,0.627,0.603,2.19E-14
Csnk1g1,7.55E-19,2.197730921,0.331,0.277,2.43E-14
Sez6l,1.33E-18,9.438867494,0.303,0.254,4.29E-14
Calm2,1.37E-18,18.07001654,0.347,0.3,4.41E-14
Wac,1.67E-18,3.324281568,0.356,0.3,5.38E-14
Vps13c,3.46E-18,1.154287101,0.41,0.358,1.11E-13
Stag1,4.00E-18,1.775539091,0.689,0.643,1.29E-13
Pip5k1b,4.76E-18,-2.757896358,0.306,0.367,1.53E-13
Map4k3,6.92E-18,20.28477713,0.369,0.316,2.23E-13
Aplp2,8.58E-18,-0.754502011,0.317,0.37,2.76E-13
Tspan7,8.86E-18,6.624167887,0.453,0.402,2.85E-13
Bicd1,1.21E-17,7.733145197,0.527,0.481,3.89E-13
Ryr2,2.31E-17,-0.60623559,0.642,0.642,7.42E-13
Phip,2.37E-17,-1.245548036,0.471,0.419,7.61E-13
Snd1,3.09E-17,2.412793715,0.3,0.249,9.94E-13
Glg1,1.05E-16,-8.705255696,0.337,0.284,3.39E-12
Zfp609,1.11E-16,1.066414762,0.318,0.266,3.57E-12
Pou2f1,1.66E-16,4.700704093,0.313,0.262,5.33E-12
Rtn1,1.72E-16,-1.236947273,0.53,0.604,5.52E-12
Bptf,2.19E-16,2.488795738,0.339,0.286,7.04E-12
Rufy3,4.45E-16,0.557131078,0.38,0.333,1.43E-11
Camk2d,6.45E-16,11.26294374,0.539,0.59,2.08E-11
Micu3,9.53E-16,0.915981466,0.345,0.293,3.07E-11
Arid1b,1.11E-15,8.196302587,0.53,0.49,3.56E-11
Pik3r3,1.19E-15,40.85669699,0.325,0.374,3.81E-11
Ppp2r5e,1.28E-15,2.11936438,0.301,0.253,4.12E-11
Nhsl2,1.31E-15,-6.400946147,0.283,0.332,4.23E-11
Kif26b,1.34E-15,-1.15708235,0.265,0.317,4.30E-11
Kif5c,2.20E-15,7.194273291,0.387,0.343,7.06E-11
Chka,3.22E-15,3.611589897,0.352,0.304,1.03E-10
Kmt2c,3.52E-15,-9.270137084,0.543,0.491,1.13E-10
Snrnp70,3.84E-15,5.049983715,0.628,0.598,1.24E-10
Pacsin1,5.24E-15,1.404559064,0.429,0.386,1.69E-10
Grin2a,5.37E-15,71.44909451,0.565,0.582,1.73E-10
D430041D05Rik,5.73E-15,22.34600574,0.429,0.39,1.84E-10
Psd3,6.12E-15,14.96817113,0.421,0.377,1.97E-10
Cers6,7.90E-15,10.20103285,0.4,0.358,2.54E-10
Prkcb,8.86E-15,15.2202541,0.604,0.589,2.85E-10
Hnrnpu,1.05E-14,3.210431662,0.487,0.442,3.38E-10
Tmtc2,2.25E-14,-2.914681275,0.408,0.457,7.23E-10
Rab3c,2.98E-14,17.32311866,0.319,0.278,9.58E-10
Gatad2b,3.07E-14,0.623561037,0.319,0.272,9.89E-10
Gnas,6.12E-14,29.63254745,0.314,0.274,1.97E-09
Ankhd1,6.93E-14,1.819938286,0.416,0.366,2.23E-09
Cdkal1,7.02E-14,-4.647065959,0.359,0.312,2.26E-09
Cdk17,7.60E-14,12.26482529,0.36,0.321,2.45E-09
Dock4,8.34E-14,38.29250756,0.683,0.74,2.68E-09
Dym,1.46E-13,1.035133206,0.351,0.307,4.69E-09
Ank,1.48E-13,8.31416695,0.349,0.302,4.76E-09
Amph,2.36E-13,15.20765061,0.511,0.475,7.58E-09
Hnrnph1,3.96E-13,-0.923258281,0.322,0.277,1.27E-08
Rapgef4,4.75E-13,16.64492049,0.543,0.518,1.53E-08
Dst,5.13E-13,8.843701204,0.691,0.673,1.65E-08
Hectd4,5.55E-13,8.109271347,0.454,0.409,1.79E-08
Pde4d,7.69E-13,18.09610759,0.828,0.838,2.47E-08
